ir_mean,ir_std,gsr_mean,gsr_std,stress_label
51888.88653,110.7440951,576.3617838,2.017859758,0
47513.01497,95.49841683,540.602221,1,0
48319.45688,102.2332288,565.3302944,6.934749033,1
52241.88082,120,450.1271933,9.437130963,1
51831.1108,113.512661,490.7118232,3.799123644,0
49937.29522,104.0829453,543.7281664,4.442286006,0
50351.98215,107.0451026,592.7494566,12.85242329,1
53832.99469,90.37571684,470.9119467,7.397086109,0
48225.28583,120,398.0020533,1,0
51641.29214,111.2044701,490.1041344,2.762028336,0
49393.42204,108.2055645,580.6078429,12.34391276,1
49346.95639,98.26352696,424.9662645,2.260566948,0
53296.33056,72.12913956,449.3848065,2.894146126,0
52476.24905,100.9723443,529.3551152,7.305461208,0
52440.52891,106.0202649,513.0417248,4.339856885,1
53916.43642,95.49030551,555.6679889,6.886956854,0
50063.01152,87.65272493,446.2763944,5.326393626,0
52045.85891,99.00293839,500.5012843,4.569588865,0
49069.19973,109.7113321,591.7111241,9.545154035,1
50972.49906,120,448.4262284,1,0
49609.57084,101.783586,608.6147378,6.438638531,1
50290.98789,92.0712949,455.9549808,2.818841754,0
51785.47108,98.13517405,570.9628946,10.63555024,1
47545.33795,96.58368593,497.6224894,4.452862034,0
56277.16183,115.8247755,451.3055045,10.28085411,1
46981.94786,100.4882835,490.1860572,3.63660868,0
46357.43416,86.12447006,552.6957513,5.854388364,1
53474.33262,114.8880322,519.5887603,8.460202011,1
52374.98808,111.5035347,587.1081647,3.004382758,0
51872.35945,97.81832755,606.1444037,10.58874103,1
51885.03653,77.97770772,449.0181601,4.568532617,0
49963.25968,86.65246914,444.6238513,5.680920996,0
47308.23689,118.1304037,441.7123736,6.05518529,1
50227.41367,75.05125345,466.0482342,4.432317645,0
47968.51487,115.6998634,586.2528712,3.433134366,0
52925.3592,79.9220049,553.621717,5.818911813,0
49558.82786,87.5204023,487.2983456,1,0
47523.50841,89.42623203,519.3338446,1.261298013,0
49035.84248,120,604.2583303,5.622275177,1
51238.79436,102.8695531,634.4806511,10.98686282,1
48308.82634,93.40757527,535.56306,9.906858473,1
47533.33881,81.03648713,360.443129,6.542829992,0
50731.06163,109.2915375,537.8372257,1,0
50734.89971,93.77902276,576.0848878,6.663137339,1
48479.17047,93.52328256,533.477939,2.752963557,0
48586.88508,91.79845259,563.5908951,5.434278661,0
50696.14981,112.1902322,541.4239225,8.27774909,0
45655.74698,102.7383072,445.921275,6.432859511,1
45777.60868,78.19939006,466.825694,8.517797503,1
47844.66734,86.2804648,500.7308688,1,0
49359.65854,87.83113771,583.9248867,2.770771445,0
50932.7227,104.615726,474.0469559,9.259773821,1
54426.06865,120,547.354158,10.03889747,1
52572.97887,108.0959376,538.2215556,5.333665983,0
49520.18441,66.1806534,615.1718359,6.081615551,0
49942.95138,111.2822005,517.4992133,8.693423464,1
46992.41191,73.74996079,414.7144949,5.743539191,0
49944.46059,89.16031533,558.8122279,7.407130512,1
49134.02408,101.2445186,648.2833127,3.708387279,0
50968.15568,100.6780235,562.7430007,9.075513101,1
47518.30717,108.1276423,472.7403045,4.128420748,0
51558.03954,93.9547896,455.0832472,1,0
54598.21674,94.69722673,462.82187,2.284184106,0
49673.71955,94.67279823,640.1987128,4.610746113,0
51205.13517,117.0655604,500.3603536,9.43764896,1
52070.43198,113.585957,480.2413964,2.712518134,1
48796.33858,98.89989729,510.4938014,6.259006265,0
50672.27745,120,500.9855771,1,0
50037.7772,117.248398,614.0590216,8.951002931,1
50293.0283,112.4132901,459.1313505,2.216556482,0
47680.97065,77.69218395,590.8385939,7.08085081,0
50073.53052,111.8956466,527.3255258,6.444550629,0
51493.99487,99.95261605,592.4215908,7.823179697,1
54353.43082,102.7826982,614.9571426,7.146490295,1
52877.81248,95.51735289,525.087858,10.99446674,1
56459.54737,110.3433463,501.0961834,5.637172415,1
47697.95731,86.0096083,523.9707299,11.98529683,1
52616.96191,107.7802383,514.3137597,7.056336034,1
50550.02602,98.50590462,420.5820127,5.029959731,1
56569.4088,116.446895,613.1488224,8.806019083,1
47575.10514,103.4492834,534.747101,5.937638042,0
47480.83447,90.54619137,450.2140489,5.849616584,0
48201.82206,85.34424571,395.9486008,5.001365796,0
43628.31283,57.16058619,380.344046,4.545980736,0
48422.73493,108.4052756,566.2288262,12.01785126,1
47722.60202,96.62668298,482.8613459,11.64573257,1
50451.18136,98.25971701,492.7059599,5.908155179,0
51025.26793,119.6292816,549.2892559,9.271269462,1
55628.51252,91.92920713,489.0371106,8.493218142,1
52851.27151,106.5461395,552.791465,8.806173459,0
48269.28903,82.07769846,525.7158439,6.892313012,0
47304.75599,104.4495998,514.952225,7.139719571,1
51475.75751,69.55939584,425.6349757,5.969982882,0
46039.30038,104.1388357,470.8161186,2.552501157,0
55494.3763,120,556.1521219,5.365581167,1
53538.32036,93.23145423,479.0786911,1.2003954,0
48592.47304,98.18004172,592.3221733,7.652548645,1
44860.59641,76.19834273,660.7840794,7.901358077,1
54061.61712,114.5371812,559.3831181,7.691798099,1
49656.38046,111.6161975,609.5699135,3.771329837,0
53713.44894,92.35220288,563.2436343,8.525901039,1
45216.71702,70.98220419,487.9442786,6.293384072,0
48201.87493,112.8503071,532.0090999,12.01896253,1
50015.7311,120,640.7992568,8.826142224,1
50140.94178,107.6985894,488.5867754,3.092555497,0
48649.80359,105.8262295,457.6403621,1,0
51868.5498,98.75649091,451.9483346,5.173954765,1
46797.13871,96.29469751,506.948237,1.981816687,0
49572.86154,104.4065424,459.7916747,2.394368911,0
50360.8869,97.98317975,620.4411656,3.306544192,0
51543.3165,120,532.9813921,3.586432081,1
52134.84463,106.9208606,578.3035786,10.15164863,1
46626.07372,97.8361476,502.0800766,2.118774424,0
45397.65749,88.36586922,451.5881681,3.241821139,0
53833.03047,106.7609718,441.4363633,1,0
50996.94204,120,465.5204955,1,0
47754.54039,97.69767125,540.8515296,4.570256756,0
54653.45593,111.8463376,551.1929759,6.134382932,1
50347.0239,103.427079,556.1917644,2.110854552,0
53537.89155,101.6080936,430.679639,1,0
50202.55544,79.28601065,519.9754488,1,0
56182.24377,120,458.4362901,5.020678666,1
55266.02253,120,544.0879581,8.245699057,1
49253.10755,117.2418699,548.7446233,1.20256956,1
52914.71285,89.74164267,449.6696172,2.553430031,0
51936.12785,120,578.0817764,9.027639305,1
54105.89467,120,660.3293765,5.962645181,0
47105.22962,109.8827955,570.0901443,5.399741678,1
52058.15438,120,510.2299576,6.243215872,0
53175.27346,118.318276,501.0072578,3.680568333,0
44723.78154,76.74844903,507.4561611,2.741451461,0
46450.22446,100.514927,474.3559692,5.66557602,0
43882.30347,72.45946644,535.1438924,1.207674795,0
49191.7795,89.42294692,451.6922445,1,0
52152.62677,109.04946,406.6181328,1.990051224,0
54507.07116,111.7444194,533.1761009,7.467931422,1
50222.28434,107.3906998,521.2739839,8.700136882,1
54885.84664,82.89035837,485.729799,3.432577936,0
45859.69563,89.40582205,443.0382026,6.92125524,0
44889.85268,98.01468283,537.3846416,9.518957204,1
49833.3569,110.8923189,460.5894977,4.71915362,1
51152.19635,114.5109874,511.6633389,7.025906382,1
49901.91576,103.5727054,625.8983112,11.85866808,1
43797.6737,81.90698515,559.0713862,3.476346543,0
49732.63988,106.987343,437.8520403,3.653638692,1
46086.5915,87.67748627,443.5089057,9.236620078,1
52009.01765,117.5338811,529.1091456,2.47040767,0
51099.79474,108.6092088,437.4807591,4.841367408,1
47180.36064,93.43488908,399.8964711,2.114112245,0
48458.39925,85.38187173,551.9423207,9.610539172,0
46822.35943,110.4368505,539.2561453,1.838166067,0
49811.96271,108.0096671,547.0358999,5.268927367,0
52865.42696,120,535.7821109,2.216935562,0
47042.82186,101.9789327,516.0813573,1,0
51512.13955,112.1730325,480.2686871,1,0
48409.22714,74.83942206,550.968098,5.015675001,0
47621.3815,99.9000287,611.7930093,7.568883149,1
49678.90892,94.60989404,489.9262596,4.954224092,0
46894.27303,106.1850304,458.7555874,5.291380802,0
48339.05208,101.6983708,451.8928348,3.215719383,0
46406.36632,107.5918304,467.996186,7.63309778,1
55894.1754,120,532.1559115,7.504955763,1
50105.79066,88.23614673,391.6223462,4.292802567,0
47900.82348,110.0022453,546.3502255,6.079809115,0
50641.93973,111.537777,558.6347806,4.189016343,0
49663.01585,120,412.1152984,9.957434288,1
49337.0912,109.254951,461.2491738,7.037120111,0
51842.5001,112.7061561,524.7808588,4.939381213,0
52272.52313,117.3168447,511.3918162,4.596040991,0
48408.49656,110.6359847,551.1782481,4.342669342,0
48272.54528,118.3606428,511.5317907,4.219305823,0
49174.84491,86.05901188,595.8861716,6.698059103,0
43094.23651,80.30339135,500.7298361,1,0
45454.42681,116.9381454,461.0180208,3.862858251,1
54100.6228,78.82052142,456.193488,4.168649358,0
54934.90314,108.5988676,564.1281106,5.616347019,1
49252.89188,100.7491836,521.7772685,5.741609398,0
51729.67089,100.8056636,558.022954,5.675872854,0
50933.75046,120,556.78735,6.783172233,1
58000,120,398.8090088,3.583187422,0
53358.72473,100.9077379,451.5950439,7.479960643,1
49616.24723,89.71635479,458.7624976,6.561118441,0
47133.37868,98.49414103,471.0361487,11.44817551,1
45180.66104,107.8506326,494.7786804,7.053006928,1
50610.39091,103.2969035,579.9489757,3.563994159,0
47730.94776,93.44559051,591.9089411,5.448736192,0
45733.23887,81.03722241,502.4265502,3.502343206,1
48060.28135,101.7311453,504.9231483,5.07312753,0
46755.35599,98.28926981,477.6739766,8.070329263,0
55061.42491,99.25957132,525.3512618,4.281959805,1
52644.91927,120,532.151253,3.615970177,1
49976.08208,120,568.3885333,7.23274736,1
54439.83242,109.6146344,567.9063236,3.233279421,0
50232.10492,104.9962745,381.8729169,1.195750847,0
47416.1474,78.25827548,510.8473031,6.254396684,0
54569.37223,120,603.0460019,1,0
51616.73013,110.1960735,493.7131044,3.488965291,1
46888.26154,88.88495588,588.3545091,8.451055557,1
49428.98397,87.70558015,501.612892,1,0
47373.14524,120,530.495408,1,0
45851.60081,97.44475516,451.7865585,1,0
52778.53264,91.79199585,454.0450865,1,0
55728.24992,120,563.5294943,11.32529284,1
45804.29728,95.05345425,572.9090968,6.090543759,1
51688.90771,104.2612004,521.5857344,3.204490625,0
48048.07229,110.774504,446.3485454,1,0
48538.62385,57.88580138,522.6282734,11.82992494,1
48222.81823,69.34004229,595.4340976,7.919397815,0
47408.02769,115.5043362,624.5719882,5.860560277,1
50145.56488,98.35729802,500.9975241,8.668532759,1
47507.14965,88.61271509,420.407929,5.370359367,0
50811.37048,81.55638613,570.421816,4.198279421,0
49849.28567,102.6063116,503.4422142,3.215185118,0
49283.15586,103.3251488,576.5824385,3.994626999,1
47277.30901,116.1668377,536.8643335,2.320574457,0
48269.68601,102.1260496,466.9933537,8.004659862,1
52266.17368,99.99022886,523.4946616,3.681002701,0
51502.75156,109.0906544,598.500302,10.04455705,1
47067.33427,110.776997,511.0507607,2.624448936,0
50297.99692,113.964289,457.9116902,2.782057093,0
52254.16137,113.8298446,424.6813499,2.889570185,1
44991.78416,94.10229605,473.6701188,2.039471986,0
51630.08058,94.54025297,495.3918243,3.194635448,0
48012.12872,80.53227526,569.1999482,7.343726891,0
51711.79601,85.55850093,452.7490439,8.13346928,1
47710.22253,101.3299394,613.2251131,7.029448561,0
44585.3537,96.64490845,439.7708673,1,0
45117.37269,106.6493126,659.8891656,4.800383197,0
50144.25484,108.7144875,623.5311134,4.499450431,0
50779.16751,117.3214067,528.469975,10.38621709,1
47287.05012,92.61590079,421.1383879,7.16804977,0
51915.77738,115.3941917,516.6745563,8.809377777,1
45015.43981,75.00882195,496.7895425,2.841041834,0
49801.7606,98.70073343,443.5427666,1,0
46366.9514,65.26161874,537.4605776,7.094737709,0
48044.49168,96.56275319,470.5814122,3.325176913,0
50142.19601,118.6561893,477.1056492,5.645813886,1
47418.7599,95.89067956,507.7792819,6.31519739,0
48846.33337,108.5200416,485.5054703,3.669717382,1
53018.87843,110.1355351,644.689397,9.459226538,1
48269.32439,87.98226159,487.857122,1,0
52507.07634,102.2144355,546.4528607,5.792718021,0
46610.87944,110.9170263,528.7313495,7.322783953,1
51589.41253,113.9289359,541.1650135,10.51844925,1
54324.70586,99.38547472,545.7453042,5.861896248,1
42585.0665,64.35805981,572.8816892,9.501103224,0
47609.31423,98.32132722,535.9867645,8.935148009,1
51731.21638,94.73423541,533.4937477,12.34534203,1
49390.86384,96.12020254,523.5086241,6.206290321,1
51113.43762,80.41053649,511.6949289,11.27318784,1
48188.04444,111.9873817,465.2921271,7.08311665,1
50259.76936,99.06487162,516.3478974,1,0
49532.96829,99.88583615,534.4760425,5.430966255,0
53503.34618,94.51273914,544.1298734,2.691644055,0
50763.26253,97.36575447,530.8170864,9.898940952,1
51012.80799,103.8625126,506.0226992,5.565959446,0
48764.3691,88.32987981,516.5752058,1.207087715,0
